অঙ্গার,বিশেষ্য
অঙ্গারাম্ল,বিশেষ্য
অঙ্গিকা,বিশেষ্য
অঙ্গী,বিশেষণ
অঙ্গীকার,বিশেষ্য
অঙ্গীভূত,বিশেষণ
অঙ্গুরি,বিশেষ্য
অঙ্গুলি,বিশেষ্য
অঙ্গুলিত্র,বিশেষ্য
অঙ্গুলিনির্দেশ,বিশেষ্য
অঙ্গুষ্ঠ,বিশেষ্য
অঙ্ঘ্রি,বিশেষ্য
অচকিত,বিশেষণ
অচক্রী,বিশেষণ
অচক্ষু,বিশেষণ
অচঞ্চল,বিশেষণ
অচতুর,বিশেষণ
অচন্দ্রচেতন,বিশেষণ
অচপল,বিশেষণ
অচর,বিশেষণ
অচরিতার্থ,বিশেষণ
অচল,বিশেষণ
অচলন,বিশেষ্য
অচিকিৎসা,বিশেষ্য
অচিকীর্ষু,বিশেষণ
অচিন,বিশেষ্য
অচিন্তনীয়,বিশেষণ
অচিন্তিত,বিশেষণ
অচিন্ত্য,
অচির,বিশেষণ
অচিরাৎ,ক্রিয়াবিশেষণ
অচিহ্নিত,বিশেষণ
অচুম্বিত,বিশেষণ
অচূর্ণ,বিশেষণ
অচেত,বিশেষণ
অচেতন,বিশেষণ
অচেনা,বিশেষণ
অচেষ্ট,বিশেষণ
অচৈতন্য,বিশেষণ
অচ্ছ,বিশেষণ
অচ্ছদ,বিশেষণ
অচ্ছায়,বিশেষণ
অচ্ছিদ্র,বিশেষণ
অচ্ছিন্ন,বিশেষণ
অচ্ছুত,বিশেষ্য
অচ্ছেদ্য,বিশেষণ
অচ্ছোদ,বিশেষণ
অচ্যুত,বিশেষণ
অছই,ক্রিয়া
অছইতে,ক্রিয়া
অছল,ক্রিয়া
অছলিহু,ক্রিয়া
অছি,বিশেষ্য
অছিঅত,
অছিলে,ক্রিয়া
অজ,বিশেষণ
অজ,বিশেষ্য
অজ,বিশেষণ
অজগর,বিশেষ্য
অজচ্ছল,বিশেষণ
অজন্ত,বিশেষণ
অজন্মা,বিশেষ্য
অজপা,
অজবুক,
অজর,বিশেষণ
অজরামর,বিশেষণ
অজস্র,বিশেষণ
অজা,
অজাগর,
অজাগর,বিশেষণ
অজাচার,বিশেষ্য
অজাত,বিশেষণ
অজাত,বিশেষ্য
অজানা,বিশেষণ
অজান্তে,ক্রিয়াবিশেষণ
অজিজ্ঞাস,বিশেষণ
অজিত,বিশেষণ
অজিতেন্দ্রিয়,বিশেষণ
অজিন,বিশেষ্য
অজিফা,বিশেষ্য
অজীর্ণ,বিশেষ্য
অজু,বিশেষ্য
অজুরদার,বিশেষ্য
অজুরা,
অজুহাত,বিশেষ্য
অজেয়,বিশেষণ
অজৈব,বিশেষণ
অজ্ঞ,বিশেষণ
অজ্ঞাত,বিশেষণ
অজ্ঞান,বিশেষণ
অজ্ঞেয়,বিশেষণ
অজ্ঞেয়বাদ,
অজয়,বিশেষ্য
অঝর,বিশেষণ
অঞ্চল,বিশেষ্য
অঞ্চিত,বিশেষণ
অঞ্জন,বিশেষ্য
অঞ্জনি,বিশেষ্য
অঞ্জনিকা,বিশেষ্য
অঞ্জলি,বিশেষ্য
অট,বিশেষ্য
অটনি,বিশেষ্য
অটল,বিশেষণ
অটাল,বিশেষ্য
অটুট,বিশেষণ
অটো,বিশেষ্য
অটো,বিশেষণ
অটোগ্রাফ,বিশেষ্য
অট্ট,বিশেষণ
অট্টালিকা,বিশেষ্য
অডিকলন,বিশেষ্য
অডিট,বিশেষ্য
অঢেল,বিশেষণ
অণিমা,বিশেষ্য
অণু,বিশেষ্য
অণুচ্ছেদ,
অণুবীক্ষণ,বিশেষ্য
অণ্ড,বিশেষ্য
অত,বিশেষণ
অতঃপর,অব্যয়
অতএব,অব্যয়
অতট,বিশেষ্য
অতথ্য,বিশেষণ
অতদবির,বিশেষ্য
অতনু,বিশেষ্য
অতন্দ্র,বিশেষণ
অতরুণ,বিশেষণ
অতর্ক,বিশেষ্য
অতর্কিত,বিশেষণ
অতল,ক্রিয়া
অতলন্ত,
অতলস্পর্শ,বিশেষণ
অতলান্ত,বিশেষণ
অতশত,
অতসী,বিশেষ্য
অতি,অব্যয়
অতিথি,বিশেষ্য
অতিষ্ঠ,বিশেষণ
অতিহুঁ,অব্যয়
অতীত,বিশেষণ
অতীন্দ্রিয়,বিশেষণ
অতীব,বিশেষণ
অতীসার,
অতুচ্ছ,বিশেষণ
অতুল,বিশেষণ
অতুষ্ট,বিশেষণ
অতৃপ্ত,বিশেষণ
অতৃপ্য,বিশেষণ
অতেব,
অত্বর,বিশেষণ
অত্যধিক,বিশেষণ
অত্যন্ত,বিশেষণ
অত্যন্তিক,বিশেষণ
অত্যল্প,বিশেষণ
অত্যহিত,বিশেষ্য
অত্যাচার,বিশেষ্য
অত্যাজ্য,বিশেষণ
অত্যাবশ্যক; অত্যাবশ্যকীয়,বিশেষণ
অত্যাশ্চর্য,বিশেষণ
অত্যাসক্ত,বিশেষণ
অত্যুক্তি,বিশেষ্য
অত্যুগ্র,বিশেষণ
অত্যুঙ্গ,বিশেষণ
অত্যুজ্জ্বল,বিশেষণ
অত্যুষ্ণ,বিশেষণ
অত্যুৎকৃষ্ট,বিশেষণ
অত্যুৎপাদন,বিশেষ্য
অত্যয়,বিশেষ্য
অত্র,ক্রিয়াবিশেষণ
অত্রস্ত,বিশেষণ
অত্রস্থ,বিশেষণ
অথই,বিশেষণ
অথচ,বিশেষণ
অথবা,অব্যয়
অথবেথে,ক্রিয়াবিশেষণ
অথর্ব,বিশেষণ
অথান্তর,বিশেষ্য
অথির,
অথৈ,
অদক্ষ,বিশেষণ
অদন,বিশেষ্য
অদন্ত,বিশেষণ
অদভুত,বিশেষণ
অদমনীয়,বিশেষণ
অদরকারি,বিশেষণ
অদর্শন,বিশেষ্য
অদল,বিশেষণ
অদল,বিশেষ্য
অদহনীয়,বিশেষণ
অদান,বিশেষ্য
অদাহ্য,
অদিতি,বিশেষ্য
অদিন,বিশেষ্য
অদিব্য,বিশেষণ
অদীক্ষিত,বিশেষণ
অদুল,বিশেষ্য
অদূর,বিশেষণ
অদূল,
অদৃশ্য,বিশেষণ
অদৃষ্ট,বিশেষণ
অদৃষ্ট,বিশেষ্য
অদৃষ্টি,বিশেষ্য
অদেখা,বিশেষণ
অদেয়,বিশেষণ
অদ্বিতীয়,বিশেষণ
অদ্বৈত,বিশেষণ
অদ্বয়,বিশেষণ
অদ্ভুত,বিশেষণ
অদ্য,অব্যয়
অদ্যাপি,অব্যয়
অদ্যাবধি,অব্যয়
অদ্রব,বিশেষণ
অদ্রি,বিশেষ্য
অদ্রোহ,বিশেষ্য
অদয়,বিশেষণ
অধ,বিশেষণ
অধঃ,অব্যয়
অধন্য,বিশেষণ
অধবা,বিশেষণ
অধম,বিশেষণ
অধমর্ণ,বিশেষ্য
অধমাঙ্গ,
অধর,বিশেষ্য
অধরা,বিশেষণ
অধরা,বিশেষণ
অধরামৃত,
অধরু,বিশেষণ
অধরোষ্ঠ,বিশেষ্য
অধর্ম,বিশেষ্য
অধস্‌তন,বিশেষণ
অধার্মিক,বিশেষণ
অধি,অব্যয়
অধিক,বিশেষণ
অধিকন্তু,অব্যয়
অধিকরণ,বিশেষ্য
অধিকর্তা,বিশেষ্য
অধিকাংশ,বিশেষণ
অধিকার,বিশেষ্য
অধিকৃত,বিশেষণ
অধিগত,বিশেষণ
অধিগম,বিশেষ্য
অধিগম্য,বিশেষণ
অধিত্যকা,বিশেষ্য
অধিদেব,বিশেষ্য
অধিনায়ক,বিশেষ্য
অধিপ,বিশেষ্য
অধিবাস,বিশেষ্য
অধিবাস,বিশেষ্য
অধিবাসী,বিশেষণ
অধিবিন্না,
অধিবৃত্ত,
অধিবেত্তা,
অধিবেদন,বিশেষ্য
অধিবেশন,বিশেষ্য
অধিভুক্ত,বিশেষণ
অধিভূ,
অধিমাংস,বিশেষ্য
অধিরথ,বিশেষ্য
অধিরাজ,বিশেষ্য
অধিরূঢ়,বিশেষণ
অধিরোপ,বিশেষ্য
অধিরোপণ,বিশেষ্য
অধিরোহণ,বিশেষ্য
অধিশায়িত,বিশেষণ
অধিশয়িত,বিশেষণ
অধিষ্ঠাতা,বিশেষণ
অধিষ্ঠান,বিশেষ্য
অধিষ্ঠাপন,বিশেষ্য
অধিষ্ঠিত,বিশেষণ
অধীত,বিশেষণ
অধীন,বিশেষণ
অধীর,বিশেষণ
অধীশ,বিশেষ্য
অধীয়মান,বিশেষণ
অধীয়ান,বিশেষণ
অধুনা,অব্যয়
অধৃষ্ট,বিশেষণ
অধৃষ্য,বিশেষণ
অধৈর্য,বিশেষ্য
অধোগতি,বিশেষ্য
অধোদৃষ্টি,বিশেষণ
অধোদেশ,বিশেষ্য
অধোবদন,
অধোভাগ,বিশেষ্য
অধোভুবন,বিশেষ্য
অধোমুখ,বিশেষণ
অধোলোক,
অধ্যক্ষ,বিশেষ্য
অধ্যবসায়,বিশেষ্য
অধ্যশন,বিশেষ্য
অধ্যাত্ম,বিশেষণ
অধ্যাত্মিক,
অধ্যাপক,বিশেষ্য
অধ্যাপন,বিশেষ্য
অধ্যাপিত,
অধ্যাপয়িতা,
অধ্যারূঢ়,
অধ্যারোপ,
অধ্যারোপন,বিশেষ্য
অধ্যাস,বিশেষ্য
অধ্যাহরণ,বিশেষ্য
অধ্যায়,বিশেষ্য
অধ্যুষিত,বিশেষণ
অধ্যেতব্য,বিশেষণ
অধ্যেতা,বিশেষ্য
অধ্যেষণ,বিশেষ্য
অধ্যয়ন,বিশেষ্য
অধ্রুব,বিশেষণ
অনক্ত,বিশেষ্য
অনক্ষর,বিশেষণ
অনঘ,বিশেষণ
অনঙ্গ,বিশেষ্য
অনচ্ছ,বিশেষণ
অনটন,বিশেষ্য
অনত,বিশেষণ
অনতহি,অব্যয়
অনতি,বিশেষণ
অনতীত,বিশেষণ
অনধিক,বিশেষণ
অনধিকার,বিশেষ্য
অনধিগত,বিশেষণ
অনধিগম্য,বিশেষণ
অনধীত,বিশেষণ
অনধ্যায়,বিশেষ্য
অননুকম্পায়ী,বিশেষণ
অননুকরণীয়,বিশেষণ
অননুভবনীয়,বিশেষণ
অননুভূতপূর্ব,বিশেষণ
অননুমত,বিশেষণ
অননুমেয়,বিশেষণ
অননুমোদন,বিশেষ্য
অননুশীলন,বিশেষ্য
অননুষ্ঠিত,বিশেষণ
অনন্ত,বিশেষণ
অনন্তর,
অনন্বয়,বিশেষণ
অনন্য,বিশেষণ
অনন্যোপায়,বিশেষণ
অনপত্য,বিশেষণ
অনপনেয়,বিশেষণ
অনপরাধ,বিশেষ্য
অনপেক্ষ,বিশেষণ
অনবকাশ,বিশেষ্য
অনবগত,বিশেষণ
অনবগুন্ঠিত,বিশেষণ
অনবচ্ছিন্ন,বিশেষণ
অনবচ্ছেদ,বিশেষ্য
অনবতুল,বিশেষণ
অনবদ্য,বিশেষণ
অনবধান,বিশেষ্য
অনবরত,ক্রিয়াবিশেষণ
অনবরুদ্ধ,বিশেষণ
অনবসর,বিশেষ্য
অনবসিত,বিশেষণ
অনবস্থ,বিশেষণ
অনবস্থা,বিশেষ্য
অনবস্থিত,
অনবহিত,বিশেষণ
অনভিজাত,বিশেষণ
অনভিজ্ঞ,বিশেষণ
অনভিপ্রেত,বিশেষণ
অনভিব্যক্ত,বিশেষণ
অনভিভবনীয়,বিশেষণ
অনভিভূত,বিশেষণ
অনভিমত,
অনভিলষণীয়,বিশেষণ
অনভ্যস্ত,বিশেষণ
অনমনীয়,বিশেষণ
অনমিত,বিশেষণ
অনম্বয়,বিশেষণ
অনর্গল,ক্রিয়াবিশেষণ
অনর্ঘ,বিশেষণ
অনর্থ,বিশেষ্য
অনর্থক,বিশেষণ
অনল,বিশেষ্য
অনলস,বিশেষণ
অনল্প,বিশেষণ
অনশন,বিশেষ্য
অনশ্বর,বিশেষণ
অনসম্ভবতা,বিশেষ্য
অনসূয়,বিশেষণ
অনস্বীকার্য,বিশেষণ
অনহঙ্কার,বিশেষ্য
অনহেলা,বিশেষ্য
অনা,
অনা র্য,বিশেষ্য
অনাকর্ষণীয়,বিশেষণ
অনাকার,বিশেষণ
অনাকুল,বিশেষণ
অনাক্রম্য,বিশেষণ
অনাক্রান্ত,বিশেষণ
অনাগত,বিশেষণ
অনাগম,বিশেষ্য
অনাঘ্রাত,বিশেষণ
অনাচার,বিশেষ্য
অনাচ্ছন্ন,বিশেষণ
অনাছিষ্টি,
অনাটন,
অনাঢ্য,বিশেষণ
অনাতপ,বিশেষণ
অনাতুর,বিশেষণ
অনাত্ম,বিশেষণ
অনাত্মীয়,বিশেষণ
অনাথ,বিশেষণ
অনাদন্ত,বিশেষণ
অনাদর,বিশেষ্য
অনাদায়,বিশেষ্য
অনাদি,বিশেষণ
অনাদৃত,
অনাদ্য,বিশেষণ
অনাদ্যা,
অনাবশ্য,বিশেষণ
অনাবশ্যক,বিশেষ্য
অনাবাসিক,বিশেষণ
অনাবিদ্ধ,বিশেষণ
অনাবিল,বিশেষণ
অনাবিষ্কার্য,বিশেষণ
অনাবিষ্ট,বিশেষণ
অনাবৃত,বিশেষণ
অনাবৃত্তি,বিশেষ্য
অনাবৃষ্টি,বিশেষ্য
অনামক,বিশেষণ
অনামা,বিশেষণ
অনামা,
অনামিক,
অনামিকা,বিশেষ্য
অনামুক,বিশেষণ
অনাম্নী,
অনাময়,বিশেষ্য
অনারত,বিশেষণ
অনারব্ধ,বিশেষণ
অনারাম,বিশেষ্য
অনারারি,বিশেষণ
অনারেকল,বিশেষণ
অনারোগ্য,বিশেষ্য
অনার্তব,বিশেষণ
অনালম্ব,বিশেষণ
অনালোচনীয়,বিশেষণ
অনাশ্রয়,বিশেষণ
অনাসক্ত,বিশেষণ
অনাসৃষ্টি,বিশেষ্য
অনাস্থা,বিশেষ্য
অনাস্বাদ,বিশেষ্য
অনাহত,বিশেষণ
অনাহার,বিশেষ্য
অনাহিত,বিশেষণ
অনাহুত,বিশেষণ
অনাহূত,বিশেষণ
অনাহ্লাদ,বিশেষ্য
অনাড়ম্বর,বিশেষ্য
অনাড়ষ্ট,বিশেষণ
অনায়ত,বিশেষণ
অনায়ত্ত,বিশেষণ
অনায়াস,বিশেষ্য
অনিকাম,বিশেষণ
অনিকেত,বিশেষণ
অনিচ্ছা,বিশেষ্য
অনিত্য,বিশেষণ
অনিন্দনীয়,বিশেষণ
অনিন্দ্র,বিশেষণ
অনিপুণ,বিশেষণ
অনিবদ্ধ,বিশেষণ
অনিবার,ক্রিয়াবিশেষণ
অনিবিড়,বিশেষণ
অনিমন্ত্রিত,বিশেষণ
অনিমিখ,বিশেষণ
অনিমিত্ত,বিশেষণ
অনিমিষ,বিশেষণ
অনিরুদ্ধ,বিশেষণ
অনিরূপিত,বিশেষণ
অনির্ণীত,বিশেষণ
অনির্ণেয়,বিশেষণ
অনির্দিষ্ট,বিশেষণ
অনির্দেশ,বিশেষ্য
অনির্বাণ,বিশেষণ
অনির্বাদ,বিশেষ্য
অনির্বেয়,
অনিল,বিশেষ্য
অনিশ্চয়,বিশেষ্য
অনিষ্ট,বিশেষ্য
অনিষ্ঠ,বিশেষণ
অনিষ্ঠা,বিশেষ্য
অনিয়ত,বিশেষণ
অনিয়ন্ত্রিত,বিশেষণ
অনিয়ম,বিশেষ্য
অনীক,
অনীকিনী,বিশেষ্য
অনীত,বিশেষ্য
অনীতি,বিশেষ্য
অনীপ্সিত,বিশেষণ
অনীশ,বিশেষণ
অনীহ,
অনীহা,বিশেষ্য
অনু,বিশেষ্য
অনু,অব্যয়
অনুকম্পন,বিশেষ্য
অনুকম্পা,বিশেষ্য
অনুকরণ,বিশেষ্য
অনুকল্প,বিশেষ্য
অনুকার,বিশেষ্য
অনুকূল,বিশেষণ
অনুকৃত,বিশেষণ
অনুক্ত,বিশেষণ
অনুক্রম,বিশেষ্য
অনুক্ষণ,ক্রিয়াবিশেষণ
অনুগ,বিশেষণ
অনুগত,বিশেষণ
অনুগমন,বিশেষ্য
অনুগৃহীত,বিশেষণ
অনুগ্র,বিশেষণ
অনুগ্রহ,বিশেষ্য
অনুঘটক,বিশেষ্য
অনুচর,বিশেষ্য
অনুচিকীর্ষা,বিশেষ্য
অনুচিত,বিশেষণ
অনুচিন্তন,বিশেষণ
অনুচ্চ,বিশেষণ
অনুচ্চারণীয়,বিশেষণ
অনুচ্ছেদ,বিশেষ্য
অনুজ,বিশেষ্য
অনুজীবী,বিশেষ্য
অনুজ্জ্বল,বিশেষণ
অনুজ্ঞা,বিশেষ্য
অনুতপ্ত,বিশেষণ
অনুতাপ,বিশেষ্য
অনুত্তম,বিশেষণ
অনুত্তর,বিশেষণ
অনুত্তী র্য,বিশেষণ
অনুদাত্ত,বিশেষণ
অনুদান,বিশেষ্য
অনুদার,বিশেষণ
অনুদাস,বিশেষণ
অনুদিত,বিশেষ্য
অনুদিন,ক্রিয়াবিশেষণ
অনুদ্ঘাতী,বিশেষণ
অনুদ্দিষ্ট,বিশেষণ
অনুদ্দেশ,বিশেষণ
অনুদ্ধত,বিশেষণ
অনুদ্বেগ,বিশেষ্য
অনুদ্বেল,বিশেষণ
অনুদ্ভিন্ন,বিশেষণ
অনুদ্ভুত,বিশেষণ
অনুদ্যোগ,বিশেষ্য
অনুদয়,বিশেষ্য
অনুধাবন,বিশেষ্য
অনুধ্যান,বিশেষ্য
অনুনাদ,বিশেষ্য
অনুনাসিক,বিশেষণ
অনুন্নত,বিশেষণ
অনুনয়,বিশেষ্য
অনুপ,বিশেষণ
অনুপকার,বিশেষ্য
অনুপদ,ক্রিয়াবিশেষণ
অনুপদিষ্ট,বিশেষণ
অনুপদী,বিশেষণ
অনুপপত্তি,বিশেষ্য
অনুপম,বিশেষণ
অনুপযুক্ত,বিশেষণ
অনুপযোগ,বিশেষ্য
অনুপল,বিশেষ্য
অনুপস্থিত,বিশেষণ
অনুপাত,বিশেষ্য
অনুপান,বিশেষ্য
অনুপাম,
অনুপায়,বিশেষ্য
অনুপুঙ্খ,বিশেষণ
অনুপূরক,বিশেষণ
অনুপূর্ব,বিশেষ্য
অনুপ্ত,বিশেষণ
অনুপ্রবেশ,বিশেষ্য
অনুপ্রস্থ,বিশেষণ
অনুপ্রাণন,বিশেষ্য
অনুপ্রাস,বিশেষ্য
অনুপ্রেরিত,বিশেষণ
অনুবন্ধ,বিশেষ্য
অনুবর্তন,বিশেষ্য
অনুবল,বিশেষ্য
অনুবাত,বিশেষণ
অনুবাদ,বিশেষ্য
অনুবার,অব্যয়
অনুবাসন,বিশেষ্য
অনুবিদ্ধ,বিশেষণ
অনুবিধি,বিশেষ্য
অনুবৃত্তি,বিশেষ্য
অনুবেদন,বিশেষ্য
অনুব্রজ,ক্রিয়া
অনুভব,বিশেষ্য
অনুভাব,বিশেষ্য
অনুভূত,
অনুভূতি,বিশেষ্য
অনুভূবিন্দু,বিশেষ্য
অনুভূমিক,বিশেষণ
অনুমত,বিশেষণ
অনুমতি,বিশেষ্য
অনুমন্তা,বিশেষণ
অনুমরণ,বিশেষ্য
অনুমান,বিশেষ্য
অনুমাপক,বিশেষণ
অনুমিত,
অনুমৃত,
অনুমেয়,
অনুমোদক,
অনুমোদন,বিশেষ্য
অনুযাত্র,বিশেষণ
অনুযায়ী,বিশেষণ
অনুযুক্ত,
অনুযোগ,বিশেষ্য
অনুরক্ত,বিশেষণ
অনুরঞ্জক,
অনুরঞ্জন,বিশেষ্য
অনুরণন,বিশেষ্য
অনুরত,বিশেষণ
অনুরাগ,বিশেষ্য
অনুরাধা,বিশেষ্য
অনুরুদ্ধ,বিশেষণ
অনুরূপ,বিশেষণ
অনুরোধ,বিশেষ্য
অনুর্বর,বিশেষণ
অনুলম্ব,বিশেষণ
অনুলাপ,বিশেষ্য
অনুলিখন,বিশেষ্য
অনুলিপ্ত,বিশেষণ
অনুলেখ,
অনুলেপ,বিশেষ্য
অনুলোম,বিশেষ্য
অনুল্লঙ্ঘন,বিশেষ্য
অনুশাসন,বিশেষ্য
অনুশিষ্য,বিশেষ্য
অনুশীলন,বিশেষ্য
অনুশোচন,বিশেষ্য
অনুশোচিত,বিশেষ্য
অনুষঙ্গ,বিশেষ্য
অনুষ্টুপ্,বিশেষ্য
অনুষ্ঠাতা,
অনুষ্ঠান,বিশেষ্য
